
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,DAX,1000,1000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:30:10,DAX,1000,1000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:30:20,DAX,1000,1000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:30:30,DAX,1000,1000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:30:40,DAX,1000,1000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:30:50,DAX,1000,1000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,DAX,2000,2000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:31:20,DAX,2000,2000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:31:40,DAX,2000,2000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:32:0,DAX,2000,2000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:32:20,DAX,2000,2000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:32:40,DAX,2000,2000,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,DAX,500,500,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:33:30,DAX,500,500,0
mktdata,IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,DAX,500,500,0

indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,1000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,1000
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,1000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:30:10,1000.0000000000000000000000000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:30:10,1000.0000000000000000000000000
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:30:10,1000.0000000000000000000000000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:30:20,1000.0000000000000000000000000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:30:20,1000.0000000000000000000000000
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:30:20,1000.0000000000000000000000000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:30:30,1000.0000000000000000000000000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:30:30,1000.0000000000000000000000000
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:30:30,1000.0000000000000000000000000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:30:40,1000.0000000000000000000000000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:30:40,1000.0000000000000000000000000
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:30:40,1000.0000000000000000000000000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:30:50,1000.0000000000000000000000000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:30:50,1000.0000000000000000000000000
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:30:50,1000.0000000000000000000000000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,1166.6666666666666666666666667
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,1083.3333333333333333333333333
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,1055.5555555555555555555555556
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:31:20,1444.4444444444444444444444444
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:31:20,1236.1111111111111111111111111
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:31:20,1160.4938271604938271604938272
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:31:40,1629.6296296296296296296296296
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:31:40,1363.4259259259259259259259259
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:31:40,1253.7722908093278463648834019
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:32:0,1753.0864197530864197530864197
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:32:0,1469.5216049382716049382716049
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:32:0,1336.6864807194025301021185795
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:32:20,1835.3909465020576131687242798
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:32:20,1557.9346707818930041152263374
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:32:20,1410.3879828616911378685498484
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:32:40,1890.2606310013717421124828532
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:32:40,1631.6122256515775034293552812
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:32:40,1475.9004292103921225498220875
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,1426.8404206675811614083219022
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,1443.0101880429812528577960676
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,1367.4670481870152200442863000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:33:30,963.4202103337905807041609511
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:33:30,1207.2576410322359396433470507
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:33:30,1222.8892068225126833702385834
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,731.71010516689529035208047555
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,1030.4432307741769547325102880
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,1102.4076723520939028085321528



