
stocks,IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,DAX,1000,1000,0
stocks,IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,DAX,2000,2000,0
stocks,IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,DAX,500,500,0
stocks,IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,DAX,500,500,0

indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,1000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,1000
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:30:0,1000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,1000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,1000.0
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:31:0,1000.0000000000000000000000000
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,2000
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,2000.0
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:33:0,1666.6666666666666666666666667
indicators,EMA_1_IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,500
indicators,EMA_2_IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,1250.00
indicators,EMA_3_IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,1277.7777777777777777777777778

signals,MacD_2_3_IX.D.DAX.DAILY.IP,22/1/2016 8:34:0,,3,500


