,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"June 19, 2016 - June 24, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.75%,,NZD,2.25%,EUR,0.00%
CAD,0.50%,,GBP,0.50%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
21-Jun Tue,EUR,EUR German Constitutional Court Rules on Legality of ECB's OMT,08:00,04:00,,
,EUR,EUR German ZEW Survey (Economic Sentiment),09:00,05:00,4.80,6.40
,GBP,GBP BOE Holds Second Additional ITLR Operation Around EU Vote,09:00,05:00,,
22-Jun Wed,GBP,"GBP UK-EU Referendum Vote (""Brexit"" Vote)",,,,
23-Jun Thu,GBP,GBP Brexit Referendum: Polls Open,06:00,02:00,,
,GBP,GBP Brexit Referendum: Polls Close,21:00,17:00,,
,GBP,GBP Brexit Referendum: First Results (Approximate Time),23:30,19:30,,
,GBP,GBP Brexit Referendum: Results 50% Counted (Approximate Time),03:00,23:00,,
24-Jun Fri,GBP,GBP Brexit Referendum: Final Results Due (Approximate Time),06:00,02:00,,
,USD,USD Durable Goods Orders,12:30,08:30,-0.50%,3.40%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
