,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"June 26, 2016 - July 1, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.75%,,NZD,2.25%,EUR,0.00%
CAD,0.50%,,GBP,0.50%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
28-Jun Tue,EUR,EUR EU Parliament to Vote on Resolution on U.K. Referendum,08:00,04:00,,
,EUR,"EUR ECB President Draghi Speaks in Sintra, Portugal",08:00,04:00,,
,USD,USD Consumer Confidence,14:00,10:00,93.50,92.40
29-Jun Wed,EUR,EUR German Consumer Price Index (YoY),12:00,08:00,0.30%,0.10%
,USD,USD Personal Consumption Expenditure Core (YoY),12:30,08:30,1.60%,1.60%
30-Jun Thu,EUR,EUR German Unemployment Change,07:55,03:55,-5k,-10k
,EUR,EUR German Unemployment Rate s.a.,07:55,03:55,6.10%,6.10%
,EUR,EUR Euro-Zone Consumer Price Index - Core (YoY),09:00,05:00,0.80%,0.80%
,EUR,EUR Euro-Zone Consumer Price Index Estimate (YoY),09:00,05:00,0.00%,-0.10%
,CAD,CAD Gross Domestic Product (YoY),12:30,08:30,1.40%,1.20%
,GBP,BOE's Carney Speaks in London,15:00,11:00,,
,JPY,JPY National Consumer Price Index (YoY),23:30,19:30,-0.50%,-0.30%
,CNY,CNY Manufacturing PMI,01:00,21:00,50.00,50.10
1-Jul Fri,USD,USD ISM Manufacturing,14:00,10:00,51.30,51.30
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
