,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"August 14, 2016 - August 19, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.75%,,NZD,2.25%,EUR,0.00%
CAD,0.50%,,GBP,0.50%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
14-Aug Sun,JPY,JPY Gross Domestic Product Annualized,23:50,19:50,0.70%,2.00%
,JPY,JPY Nominal Gross Domestic Product (QoQ),23:50,19:50,0.20%,0.80%
15-Aug Mon,NZD,NZD Dairy Auction Avg. Winning Price MT,,,,"$2,436 "
,NZD,NZD Dairy Auction Whole Milk Powder MT,,,,"$2,265 "
16-Aug Tue,GBP,GBP Core Consumer Price Index (YoY),08:30,04:30,1.40%,1.40%
,GBP,GBP Consumer Price Index (YoY),08:30,04:30,0.50%,0.50%
,EUR,EUR Euro-Zone ZEW Survey (Economic Sentiment),09:00,05:00,,-14.70
,USD,USD Consumer Price Index (YoY),12:30,08:30,0.90%,1.00%
,USD,USD Consumer Price Index Ex Food & Energy (YoY),12:30,08:30,2.30%,2.30%
,NZD,NZD Employment Change (YoY),22:45,18:45,2.30%,2.00%
,NZD,NZD Unemployment Rate,22:45,18:45,5.20%,5.70%
17-Aug Wed,AUD,AUD Employment Change,01:30,21:30,,7.9k
,AUD,AUD Unemployment Rate,01:30,21:30,,5.80%
19-Aug Fri,CAD,CAD Bank Canada Consumer Price Index Core (YoY),12:30,08:30,,2.10%
,CAD,CAD Consumer Price Index (YoY),12:30,08:30,,1.50%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
