,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"December 4, 2016 - December 10, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.50%,,NZD,2.00%,EUR,0.00%
CAD,0.50%,,GBP,0.25%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
3-Dec Sat,EUR,EUR Italian Constitutional Referendum,,,,
4-Dec Sun,GBP,GBP UK Supreme Court Hears Government-Parliament Brexit Appeal,,,,
5-Dec Mon,USD,USD ISM Services/Non-Manufacturing Composite,15:00,10:00,55.50,54.80
,GBP,GBP UK Supreme Court Hears Government-Parliament Brexit Appeal,,,,
,AUD,AUD Reserve Bank of Australia Rate Decision,03:30,22:30,1.50%,1.50%
6-Dec Tue,GBP,GBP UK Supreme Court Hears Government-Parliament Brexit Appeal,,,,
,AUD,AUD Gross Domestic Product (YoY),00:30,19:30,,3.30%
7-Dec Wed,CAD,CAD Bank of Canada Rate Decision,15:00,10:00,0.50%,0.50%
,GBP,GBP UK Supreme Court Hears Government-Parliament Brexit Appeal,,,,
8-Dec Thu,EUR,EUR European Central Bank Rate Decision,12:45,07:45,0.00%,0.00%
,EUR,EUR ECB Marginal Lending Facility,12:45,07:45,0.25%,0.25%
,EUR,EUR ECB Deposit Facility Rate,12:45,07:45,-0.40%,-0.40%
,EUR,EUR ECB Asset Purchase Target,12:45,07:45,EU80b,EU80b
,CNY,CNY Consumer Price Index (YoY),01:30,20:30,,2.10%
9-Dec Fri,USD,USD U. of Michigan Confidence,15:00,10:00,,93.80
,CNY,CNY New Yuan Loans CNY,,,,651.3b
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
