,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"June 5, 2016 - June 10, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.75%,,NZD,2.25%,EUR,0.00%
CAD,0.50%,,GBP,0.50%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
6-Jun Mon,USD,USD Fed Chair Yellen to Speak in Philadelphia,16:30,12:30,,
7-Jun Tue,AUD,AUD Reserve Bank of Australia Rate Decision,04:30,00:30,1.75%,1.75%
8-Jun Wed,NZD,NZD Reserve Bank of New Zealand Rate Decision,21:00,17:00,2.25%,2.25%
10-Jun Fri,CAD,CAD Unemployment Rate,12:30,08:30,7.20%,7.10%
,CAD,CAD Net Change in Employment,12:30,08:30,1.8k,-2.1k
,USD,USD U. of Michigan Confidence,14:00,10:00,94.00,94.70
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
