,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"April 10, 2016 - April 16, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,2.00%,,NZD,2.25%,EUR,0.05%
CAD,0.50%,,GBP,0.50%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
10-Apr Sun,CNY,CNY Consumer Price Index (YoY),01:30,21:30,2.40%,2.30%
11-Apr Mon,USD,USD Fed's Yellen Meets with US President Obama,19:00,15:00,,
12-Apr Tue,GBP,GBP Core Consumer Price Index (YoY),08:30,04:30,1.30%,1.20%
,GBP,GBP Consumer Price Index (YoY),08:30,04:30,0.40%,0.30%
13-Apr Wed,USD,USD Advance Retail Sales,12:30,08:30,0.10%,0.00%
,CAD,CAD Bank of Canada Rate Decision,14:00,10:00,0.50%,0.50%
,CAD,CAD Bank of Canada Releases Monetary Policy Report,14:00,10:00,,
,AUD,AUD Unemployment Rate,01:30,21:30,5.90%,5.80%
,AUD,AUD Employment Change,01:30,21:30,17.0k,-0.7k
14-Apr Thu,GBP,GBP Bank of England Rate Decision,11:00,07:00,0.50%,0.50%
,GBP,GBP BOE Asset Purchase Target,11:00,07:00,375b,375b
,USD,USD Consumer Price Index Ex Food & Energy (YoY),12:30,08:30,2.30%,2.30%
,USD,USD Consumer Price Index (YoY),12:30,08:30,1.10%,1.00%
,CNY,CNY GDP YTD (YoY),02:00,22:00,6.70%,6.90%
,CNY,CNY GDP (YoY),02:00,22:00,6.70%,6.80%
,CNY,CNY New Yuan Loans CNY,02:01,22:01,1100.0b,726.6b
,CNY,CNY Aggregate Financing CNY,02:01,22:01,1400.0b,780.2b
15-Apr Fri,USD,USD U. of Michigan Confidence,14:00,10:00,92.00,91.00
,CNY,CNY GDP s.a. (QoQ),01:51,21:51,1.50%,1.60%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
