,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"August 21, 2016 - August 27, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.50%,,NZD,2.00%,EUR,0.00%
CAD,0.50%,,GBP,0.25%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
25-Aug Thu,USD,USD Durable Goods Orders,12:30,08:30,3.40%,-3.90%
,JPY,JPY National Consumer Price Index (YoY),23:30,19:30,,-0.40%
26-Aug Fri,GBP,GBP Gross Domestic Product (YoY),08:30,04:30,,2.20%
,USD,USD Advance Goods Trade Balance,12:30,08:30,-$62.0b,-$63.3b
,USD,USD Gross Domestic Product (Annualized),12:30,08:30,1.10%,1.20%
,USD,USD Gross Domestic Product Price Index,12:30,08:30,2.20%,2.20%
,USD,Fed Chair Yellen to Speak at Jackson Hole Policy Symposium,14:00,10:00,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
