,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"November 13, 2016 - November 18, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.50%,,NZD,2.00%,EUR,0.00%
CAD,0.50%,,GBP,0.25%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
13-Nov Sun,JPY,JPY Gross Domestic Product Annualized,23:50,18:50,0.80%,0.70%
14-Nov Mon,NZD,NZD Dairy Auction Avg. Winning Price MT,,,,"$3,327 "
,NZD,NZD Dairy Auction Whole Milk Powder MT,,,,"$3,317 "
15-Nov Tue,EUR,EUR German Gross Domestic Product w.d.a. (YoY),07:00,02:00,,1.80%
,EUR,EUR German Gross Domestic Product n.s.a. (YoY),07:00,02:00,,3.10%
,EUR,EUR Italian Gross Domestic Product s.a. and w.d.a. (YoY),09:00,04:00,,0.80%
,GBP,GBP Consumer Price Index (YoY),09:30,04:30,,1.00%
,GBP,GBP Core Consumer Price Index (YoY),09:30,04:30,,1.50%
,EUR,EUR Euro-Zone Gross Domestic Product s.a. (YoY),10:00,05:00,,1.60%
,EUR,EUR German ZEW Survey (Economic Sentiment),10:00,05:00,,6.20
,USD,USD Advance Retail Sales,13:30,08:30,0.50%,0.60%
16-Nov Wed,AUD,AUD Employment Change,00:30,19:30,,-9.8k
,AUD,AUD Unemployment Rate,00:30,19:30,,5.60%
17-Nov Thu,USD,USD Consumer Price Index (YoY),13:30,08:30,,1.50%
,USD,USD Consumer Price Index Ex Food & Energy (YoY),13:30,08:30,,2.20%
18-Nov Fri,CAD,CAD Consumer Price Index (YoY),13:30,08:30,,1.30%
,CAD,CAD Bank Canada Consumer Price Index Core (YoY),13:30,08:30,,1.80%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
