,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"October 30, 2016 - November 5, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.50%,,NZD,2.00%,EUR,0.00%
CAD,0.50%,,GBP,0.25%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
31-Oct Mon,EUR,EUR Euro-Zone Gross Domestic Product s.a. (YoY),10:00,06:00,1.60%,1.60%
,EUR,EUR Euro-Zone Consumer Price Index Estimate (YoY),10:00,06:00,0.50%,0.40%
,EUR,EUR Euro-Zone Consumer Price Index - Core (YoY),10:00,06:00,0.80%,0.80%
,JPY,JPY Bank of Japan Policy Rate,,,-0.10%,-0.10%
,CNY,CNY Manufacturing PMI,01:00,21:00,50.30,50.40
,CNY,CNY Non-manufacturing PMI,01:00,21:00,,53.70
,AUD,AUD Reserve Bank of Australia Rate Decision,03:30,23:30,1.50%,1.50%
1-Nov Tue,JPY,JPY BOJ Governor Press Conference,06:30,02:30,,
,CAD,CAD Gross Domestic Product (YoY),12:30,08:30,1.30%,1.20%
,USD,USD ISM Manufacturing,14:00,10:00,51.70,51.50
,NZD,NZD Dairy Auction Avg. Winning Price MT,14:35,10:35,,"$2,965 "
,NZD,NZD Dairy Auction Whole Milk Powder MT,14:35,10:35,,"$2,760 "
,NZD,NZD Unemployment Rate,21:45,17:45,5.10%,5.10%
,NZD,NZD Employment Change (YoY),21:45,17:45,5.40%,4.50%
2-Nov Wed,EUR,EUR German Unemployment Change,08:55,04:55,-1k,1k
,EUR,EUR German Unemployment Rate s.a.,08:55,04:55,6.10%,6.10%
,USD,USD Federal Open Market Committee Rate Decision,18:00,14:00,0.50%,0.50%
,USD,USD FOMC Rate Decision (Lower Bound),18:00,14:00,0.25%,0.25%
,AUD,AUD AiG Performance of Service Index,22:30,18:30,,48.90
3-Nov Thu,GBP,GBP High Court Rules on Brexit Trigger,10:00,06:00,,
,GBP,GBP Bank of England Rate Decision,12:00,08:00,0.25%,0.25%
,GBP,GBP BOE Asset Purchase Target,12:00,08:00,435b,435b
,GBP,GBP Bank of England Inflation Report,12:00,08:00,,
,USD,USD ISM Services/Non-Manufacturing Composite,14:00,10:00,56.00,57.10
4-Nov Fri,CAD,CAD Unemployment Rate,12:30,08:30,7.00%,7.00%
,USD,USD Unemployment Rate,12:30,08:30,4.90%,5.00%
,USD,USD Change in Nonfarm Payrolls,12:30,08:30,175k,191k
,CAD,CAD Net Change in Employment,12:30,08:30,-15.0k,67.2k
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
