,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"October 9, 2016 - October 15, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.50%,,NZD,2.00%,EUR,0.00%
CAD,0.50%,,GBP,0.25%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
9-Oct Sun,CNY,CNY Aggregate Financing CNY,,,1390.0b,1469.7b
,CNY,CNY New Yuan Loans CNY,,,1000.0b,948.7b
11-Oct Tue,EUR,EUR Euro-Zone ZEW Survey (Economic Sentiment),09:00,05:00,,5.40
13-Oct Thu,CNY,CNY Consumer Price Index (YoY),01:30,21:30,1.60%,1.30%
14-Oct Fri,USD,USD Advance Retail Sales,12:30,08:30,0.60%,-0.20%
,USD,USD U. of Michigan Confidence,14:00,10:00,91.80,91.20
,USD,USD Fed Chair Yellen Speaks at Boston Fed Conference,17:30,13:30,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
