,,Economic Data Release Calendar,,,,www.dailyfx.com
,,,,,,
,,"November 27, 2016 - December 2, 2016",,,,research@dailyfx.com
,,,,,,
,,,,,,
Central Bank Rates,,,,,,
AUD,1.50%,,NZD,2.00%,EUR,0.00%
CAD,0.50%,,GBP,0.25%,USD,0.50%
CHF,-0.75%,,JPY,-0.10%,,
,,,,,,
,,,,,,
Date,Currency,Event,GMT,EDT,Forecast,Previous
28-Nov Mon,EUR,EUR ECB's Draghi Speaks at European Parliament in Brussels,14:00,09:00,,
,EUR,EUR ECB President Draghi Speaks in Brussels,16:00,11:00,,
29-Nov Tue,EUR,EUR German Consumer Price Index (YoY),13:00,08:00,0.80%,0.80%
,USD,USD Consumer Confidence,15:00,10:00,101.50,98.60
30-Nov Wed,GBP,GBP Bank of England Publishes Financial Stability Report,07:00,02:00,,
,EUR,EUR German Unemployment Change,08:55,03:55,-5k,-13k
,EUR,EUR German Unemployment Rate s.a.,08:55,03:55,6.00%,6.00%
,EUR,EUR Euro-Zone Consumer Price Index Estimate (YoY),10:00,05:00,0.60%,0.50%
,EUR,EUR Euro-Zone Consumer Price Index - Core (YoY),10:00,05:00,0.80%,0.80%
,EUR,EUR ECB's Mario Draghi Speaks in Madrid,12:30,07:30,,
,USD,USD Personal Consumption Expenditure Core (YoY),13:30,08:30,1.70%,1.70%
,CAD,CAD Gross Domestic Product (YoY),13:30,08:30,1.80%,1.30%
,CAD,CAD Quarterly Gross Domestic Product Annualized,13:30,08:30,3.40%,-1.60%
,CNY,CNY Manufacturing PMI,01:00,20:00,51.00,51.20
1-Dec Thu,USD,USD ISM Manufacturing,15:00,10:00,52.20,51.90
2-Dec Fri,CHF,CHF Gross Domestic Product (YoY),06:45,01:45,1.80%,2.00%
,USD,USD Unemployment Rate,13:30,08:30,4.90%,4.90%
,USD,USD Change in Non-farm Payrolls,13:30,08:30,175k,161k
,CAD,CAD Unemployment Rate,13:30,08:30,7.00%,7.00%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
